Raf,Mek,Plcg,PIP2,PIP3,Erk,Akt,PKA,PKC,P38,Jnk
6584.5,673.5,1125.6,1770.2,2262.3,946.1,2538.3,1237.6,1787.3,2799.0,1817.4
1275.2,1656.3,1684.6,1344.8,1469.9,6495.8,2832.0,1427.4,3157.6,1384.3,4621.6
2430.2,1659.3,2586.8,514.6,734.1,695.7,2027.1,7230.1,10775.6,3012.2,2699.1
428.0,1171.3,962.7,1100.3,1580.5,1239.3,371.1,3289.0,766.5,2189.4,9502.1
866.5,238.8,1438.3,4362.4,8661.8,676.1,2690.2,1246.1,1661.1,14995.0,543.3
2215.0,2628.5,4309.7,1955.5,2313.3,1321.7,2242.4,1374.0,2972.8,1345.2,2444.7
1766.2,4450.8,1735.2,437.7,4961.9,876.0,1071.7,1122.7,5429.2,327.5,22252.3
4208.4,2161.6,1730.4,2272.1,2743.2,3029.6,2820.0,1942.4,1544.0,1602.0,1547.0
4478.4,2906.9,172.0,3055.6,2112.8,1781.2,1325.0,4443.9,3858.5,974.3,2504.0
831.0,599.6,1095.1,3604.4,3875.8,2725.7,3229.5,2732.4,1082.3,2554.3,3430.0
3305.8,4680.4,3186.4,2395.0,4256.1,1770.1,892.9,1586.9,996.3,1053.5,1610.6
959.2,1413.2,397.5,2144.4,1809.8,940.4,3063.8,3827.8,499.7,982.2,977.2
852.4,3510.7,1548.3,1463.2,363.9,3005.9,670.9,1896.8,2257.2,5369.7,634.6
161.5,2094.5,7634.3,4871.5,2138.2,1220.1,3448.5,829.8,2646.7,2709.1,4222.4
16444.2,2474.8,1203.3,1771.4,439.1,1037.1,1303.2,1188.8,2042.4,936.4,4433.0
1808.3,1794.6,1390.9,2047.0,3498.5,903.5,1068.0,1418.0,616.0,938.8,1235.2
3639.2,2230.7,2110.9,3571.4,1619.9,2471.0,1664.7,2235.7,1134.3,257.0,1623.9
5643.2,3793.2,3914.0,4860.5,1940.9,2117.2,1103.1,1404.1,2959.0,4736.8,1617.2
1261.2,1808.8,2924.8,569.6,288.0,1163.9,680.9,1204.1,1606.4,1258.2,5778.9
2348.2,2299.3,2974.3,727.0,4151.8,1701.7,3091.4,767.0,521.6,3478.3,2443.4
878.6,901.7,4448.6,698.2,6728.7,879.6,3013.1,1390.1,2929.4,1169.9,1587.3
1868.2,811.0,3270.4,1199.2,1505.9,816.1,232.8,1551.8,12457.7,3386.9,1780.4
1465.1,1840.8,2800.9,703.0,4409.2,3204.5,3211.7,2567.7,1836.6,3097.3,2902.9
1362.1,1142.7,1961.5,6243.0,671.0,558.9,2062.8,1883.2,2077.0,2197.7,1512.4
5954.4,502.3,931.9,1664.7,485.6,1570.8,6830.7,1838.5,2174.5,659.8,1104.2
1339.2,1402.2,5040.8,2824.7,743.1,2202.2,2693.4,4501.3,6402.4,802.7,945.1
661.1,1499.3,2625.7,3983.3,1701.5,1399.9,2041.4,926.9,9620.3,499.6,2096.0
9126.0,1817.9,1553.0,1358.4,1565.1,5422.3,308.1,6165.6,578.7,1460.7,1282.5
2895.3,503.5,2616.9,9131.2,607.6,2104.4,1064.7,2542.0,1836.0,1082.3,2671.2
7657.8,1552.0,3215.7,642.5,841.2,2638.4,5927.1,2403.0,1407.5,1807.0,664.9
2932.5,3662.4,1259.3,1241.4,2236.6,1274.9,1714.9,9699.0,1483.8,1357.4,1077.0
3279.2,1564.0,1075.5,5203.3,5629.0,1118.4,406.2,4048.1,1045.5,3403.3,373.9
3692.6,686.1,3244.2,1828.8,842.9,1305.5,3130.8,1967.9,2885.7,8788.1,517.3
6593.0,1965.5,880.9,623.7,1554.2,3779.4,1632.7,6056.7,566.3,1790.6,663.9
2418.5,3675.7,1291.3,225.1,2120.0,2564.2,2498.5,4859.2,767.5,3115.6,4693.8
435.8,2334.9,1207.9,1693.9,2387.8,1224.4,1053.0,1858.1,757.6,758.5,3113.5
721.2,3081.1,2617.8,454.6,1051.5,4699.9,824.7,1247.0,2616.6,3383.7,1478.5
1121.0,5641.4,7267.2,3956.4,1935.8,947.1,930.4,2746.3,2526.8,5548.5,3042.3
543.2,4194.6,813.7,1329.9,2208.7,8924.3,21762.3,2937.7,1561.6,2772.8,3678.0
1398.9,7602.0,2173.4,2692.4,3080.2,2533.3,3537.4,1103.5,1156.7,749.9,2569.8
3371.6,2607.7,6902.2,1800.0,3087.1,754.9,1326.5,3154.0,3566.3,1429.1,1707.4
536.8,1358.8,3686.0,2864.5,2698.7,1881.5,1818.3,1066.1,3162.3,2532.0,2680.1
1187.0,322.9,4349.1,1232.7,906.7,3148.8,1321.3,4221.5,2962.0,3124.0,606.2
4767.4,2228.3,1345.6,2027.8,436.6,2507.2,793.5,612.7,534.9,4403.5,1092.9
6167.1,1177.7,461.3,740.1,4859.3,1596.0,1166.0,2055.0,2701.1,4420.1,5760.6
1355.9,625.9,1298.8,2226.6,836.3,840.7,2380.4,1739.0,1856.1,985.6,1503.7
863.2,3685.5,4139.0,412.8,859.5,546.1,1074.9,1691.3,567.0,864.8,809.8
2134.1,1911.2,1015.0,2082.8,1167.5,1454.9,6896.4,5283.6,639.3,3511.5,3460.3
721.5,3480.8,6187.9,736.5,867.8,4081.1,2246.7,2810.7,2374.3,2471.4,625.7
4179.1,4608.6,1504.9,1746.2,531.2,2728.2,2857.3,1720.3,4444.8,1384.0,2840.4
799.7,1774.3,1572.6,2165.2,1345.3,1627.5,3501.1,1274.9,500.1,7329.5,5459.8
643.0,3139.3,1209.1,2232.3,2287.9,1498.9,965.8,1040.6,868.7,929.4,1713.4
1019.8,3120.2,5942.0,1136.8,2189.7,2696.6,2637.5,1921.3,3275.2,2659.2,671.7
3624.0,3676.9,981.8,1863.8,3123.4,1529.3,4265.8,11981.2,964.1,598.9,2305.5
3220.4,1503.1,5782.6,619.6,3147.4,1113.6,7154.5,8901.8,979.1,1164.9,3596.3
1326.5,1743.5,1845.1,389.3,1788.1,1041.3,1218.7,5738.2,661.7,3465.3,1446.4
1445.5,3402.6,2373.3,2854.0,3922.7,1387.1,1107.9,758.9,934.2,19135.0,4893.9
613.5,627.7,2658.4,2801.2,2804.9,1474.4,1635.4,2350.3,1936.6,306.3,1504.4
915.0,2080.1,19696.7,2426.0,1406.9,3779.9,2660.2,2530.3,2938.0,9369.7,731.6
2641.0,861.7,2819.8,867.0,1294.8,1427.9,3946.8,3769.7,667.4,1889.3,1024.9
660.6,1519.9,1412.6,12599.0,2556.4,600.6,1150.8,4093.3,9611.9,508.4,401.8
8077.0,2469.3,902.7,2773.1,219.5,1812.9,2350.2,3787.3,803.4,1936.3,862.3
2217.9,883.4,1304.4,815.1,3043.9,3593.1,1498.6,1864.2,567.4,1422.6,1736.9
14715.2,742.8,5833.3,4013.8,2263.1,7382.7,2435.0,2468.4,1732.8,4811.9,4346.7
1096.0,629.3,1537.0,953.3,1718.5,4865.6,1254.1,1747.2,1893.9,3564.4,299.6
1112.8,2141.0,4722.4,1219.8,402.9,2968.4,1087.6,698.0,1097.2,1559.9,1114.5
309.7,3705.8,5013.6,3044.9,727.7,1538.9,1798.6,2919.1,3086.1,1004.9,1930.6
2606.7,5794.5,3176.7,3399.0,1933.5,5587.9,2509.4,907.9,5556.3,3160.0,1268.5
1232.0,2292.2,2619.0,2117.2,2319.4,7044.2,4260.9,2105.9,3839.3,791.5,2485.8
7688.2,1518.6,917.7,1073.1,756.2,965.1,1344.3,587.3,1830.8,3721.3,874.6
6096.2,2720.7,4123.5,1068.2,3581.8,754.8,3685.6,2074.5,2814.7,705.9,883.5
2915.5,846.7,2619.0,605.6,3563.6,674.5,2812.5,2982.5,1035.4,2880.2,2226.9
1174.9,806.9,376.1,2391.6,517.1,1951.3,1464.5,3112.9,1419.9,1389.1,3247.0
2363.8,2328.4,2631.8,529.3,3312.4,2951.2,801.6,1487.3,1752.1,1623.6,2361.6
5682.2,4295.9,632.8,2974.0,5235.1,2463.8,4327.7,9043.6,4100.9,2207.1,4171.7
2030.2,1842.9,1364.9,6315.3,939.4,6160.4,2697.0,590.3,2426.3,337.0,2982.2
3670.9,1125.6,1995.9,8632.8,1206.4,775.0,5915.5,8691.2,1813.4,4060.9,5287.9
998.3,1226.3,4840.1,6960.5,2836.4,894.4,8863.1,1182.3,1382.8,2377.7,6268.7
3580.2,2519.7,2619.2,1872.1,2825.7,239.0,1426.1,2193.1,720.0,2462.8,1535.2
7364.2,6364.0,1245.6,1602.5,1704.2,1259.8,2113.3,985.7,731.8,2975.5,2991.8
950.1,3700.7,1090.9,2213.9,3485.2,1760.1,2601.4,1196.1,1545.1,1533.5,995.0
1569.6,523.8,1220.6,1439.6,1473.0,1490.4,1720.9,2653.3,3639.5,1075.1,690.5
785.5,1224.4,1364.4,976.5,641.0,1255.3,2090.5,2910.3,1157.6,1299.3,861.5
1763.1,917.1,2859.8,433.2,1356.0,2300.5,2094.5,15590.7,2391.9,809.8,1675.1
436.6,1695.1,928.5,3760.5,1164.9,1646.8,1087.4,7266.9,1398.3,7832.6,3468.0
2658.9,2428.4,2477.6,386.8,1446.5,3555.1,1738.7,587.5,1733.8,7067.7,4902.6
1720.5,3870.6,1348.6,462.6,863.0,6312.7,1452.2,1488.2,1422.4,8294.2,6639.3
10668.2,1592.0,2290.4,537.4,5893.2,710.4,2150.4,751.6,1128.8,925.4,1111.8
1174.6,1166.1,3521.6,747.0,2156.9,4790.4,1199.2,1018.1,1503.5,4646.1,2111.8
1182.1,2662.7,748.6,3118.4,2507.1,1413.4,924.4,889.5,2773.5,4832.8,1085.9
2609.0,340.5,1132.6,1763.7,873.3,854.7,1059.7,2284.2,1556.4,301.7,331.4
1112.7,2607.5,200.7,1212.2,1186.8,5489.9,1328.7,2456.3,2024.4,328.8,3342.8
2148.1,2715.2,41814.2,341.3,7185.0,1436.6,2275.3,1743.4,1287.7,1146.1,2353.4
